Address,area,latitude,longitude,Bedrooms,Bathrooms,Status,neworold,parking,Furnished_status,Lift,type_of_building,Price_sqft,Price_Lakhs
"Goyla Dairy, New Delhi - Dwarka, Delhi NCR",3030.0,28.5813905,77.0271065,3.0,4.0,Ready to Move,Resale,1.0,Semi-Furnished,2.0,Flat,9735.973597359736,295.0
"Tower S9, Sector 66, Gurgaon, Delhi NCR",2100.0,28.4007817,77.051769,4.0,4.0,Ready to Move,Resale,2.0,Unknown,2.0,Flat,8809.52380952381,185.0
"Bahrampur, Ghaziabad, Delhi NCR",600.0,28.63363759,77.40378377,2.0,2.0,Ready to Move,Resale,1.0,Unknown,2.0,Flat,4166.666666666667,25.0
"Sector 92, Gurgaon, Delhi NCR",1498.0,28.417213,76.921636,2.0,2.0,Ready to Move,Resale,1.0,Unknown,2.0,Flat,4005.3404539385847,60.0
"Bhopura, Ghaziabad, Delhi NCR",1050.0,28.728555,77.337353,2.0,2.0,Ready to Move,Resale,1.0,Unknown,2.0,Flat,2895.2380952380954,30.4
"Sector 21A, Faridabad, Delhi NCR",4500.0,28.423349380493164,77.2999496459961,4.0,4.0,Ready to Move,Resale,1.0,Semi-Furnished,2.0,Flat,8777.777777777777,395.0
"Zeta 1, Greater Noida, Delhi NCR",1050.0,28.4987560599013,77.5196782318298,2.0,2.0,Ready to Move,Resale,1.0,Unknown,2.0,Flat,3047.619047619048,32.0
"Ram Prastha, Ghaziabad, Delhi NCR",900.0,28.657986,77.320947,3.0,2.0,Ready to Move,Resale,1.0,Furnished,2.0,Flat,5888.888888888889,53.0
"Naveen Shahdara, New Delhi - East, Delhi NCR",650.0,28.676133,77.2852339,2.0,2.0,Ready to Move,Resale,1.0,Semi-Furnished,2.0,Flat,5076.923076923077,33.0
"Shakti Khand 4, Ghaziabad, Delhi NCR",1000.0,28.650829315185547,77.37139892578125,3.0,2.0,Ready to Move,New Property,1.0,Semi-Furnished,2.0,Flat,6000.0,60.0
"Phi 4, Greater Noida, Delhi NCR",1230.0,28.4390531,77.5239003,2.0,2.0,Ready to Move,Resale,1.0,Unknown,2.0,Flat,3902.439024390244,48.0
"606, heights Apts, The RETREAT, south city-1, sector 40 Girgaon 122001, South City 1 Block D, Gurgaon, Delhi NCR",1564.0,28.4617931515597,77.065487279838,3.0,3.0,Ready to Move,Resale,1.0,Unknown,2.0,Individual House,10230.179028132992,160.0
"Sector 9 Vasundhara, Ghaziabad, Delhi NCR",2000.0,28.657908,77.370563,4.0,3.0,Ready to Move,Resale,1.0,Semi-Furnished,2.0,Flat,5000.0,100.0
"Greater Noida West, Greater Noida, Sector 16, Greater Noida, Delhi NCR",1210.0,28.610849,77.456875,3.0,2.0,Ready to Move,Resale,1.0,Unknown,2.0,Flat,3223.1404958677685,39.0
"530., Sarita Vihar Pocket A, New Delhi - South, Delhi NCR",1600.0,28.534758,77.28814,3.0,2.0,Ready to Move,Resale,1.0,Semi-Furnished,2.0,Flat,10937.5,175.0
"raj nagar ext, Raj Nagar Extension, Ghaziabad, Delhi NCR",1315.0,28.7033611926717,77.4239614668312,3.0,3.0,Ready to Move,Resale,1.0,Unknown,2.0,Flat,3269.961977186312,43.0
"Grads international School, Eta 2, Greater Noida, Delhi NCR",1285.0,28.496992,77.537536,3.0,3.0,Unknown,Resale,1.0,Semi-Furnished,2.0,Flat,3735.408560311284,48.0
"Indirapuram, Ghaziabad, Delhi NCR",1400.0,28.6493479,77.3696259,3.0,2.0,Ready to Move,Resale,1.0,Semi-Furnished,2.0,Individual House,5142.857142857143,72.0
"Shalimar garden, Ghaziabad, Delhi NCR",1100.0,28.6895689,77.3386129,2.0,2.0,Ready to Move,Resale,1.0,Semi-Furnished,2.0,Flat,3454.5454545454545,38.0
"sector 84, Sector 84, Gurgaon, Delhi NCR",1825.0,28.403432,76.965023,3.0,3.0,Ready to Move,Resale,1.0,Unknown,2.0,Individual House,4493.1506849315065,82.0
"Shyam Park Extension, Ghaziabad, Delhi NCR",1450.0,28.6801154,77.3638186,3.0,3.0,Ready to Move,Resale,1.0,Furnished,2.0,Individual House,4034.4827586206898,58.5
"C-63, UG-3 Indira Enclave, Neb Sarai, Delhi., Neb Sarai, New Delhi - South, Delhi NCR",810.0,28.5069375,77.2065246,2.0,2.0,Ready to Move,Resale,1.0,Unfurnished,2.0,Flat,3703.703703703704,30.0
"Govindpuri Extension, New Delhi - South, Delhi NCR",900.0,28.5342485,77.258267,2.0,2.0,Ready to Move,Resale,1.0,Semi-Furnished,2.0,Flat,8333.333333333334,75.0
"Sohna Road, Gurgaon, Delhi NCR",1370.0,28.4102438,77.0411697,3.0,2.0,Unknown,Resale,1.0,Unfurnished,2.0,Flat,5109.489051094891,70.0
"Sector 16, Greater Noida, Delhi NCR",900.0,28.577868,77.48322,2.0,2.0,Ready to Move,Resale,1.0,Furnished,2.0,Flat,4444.444444444444,40.0
"Sector 57, Gurgaon, Sushant Lok 3 Block B, Gurgaon, Delhi NCR",2700.0,28.42069625854492,77.08210754394531,4.0,4.0,Ready to Move,Resale,1.0,Unfurnished,2.0,Flat,5555.555555555556,150.0
"Chander Nagar, Ghaziabad, Delhi NCR",990.0,28.6654924,77.3297195,2.0,2.0,Ready to Move,Resale,1.0,Semi-Furnished,2.0,Flat,6060.606060606061,60.0
"Near Grads International School, Eta 2, Greater Noida, Delhi NCR",1005.0,28.496992,77.537536,2.0,2.0,Unknown,Resale,1.0,Semi-Furnished,2.0,Individual House,3681.592039800995,37.0
"Sahibabad, Ghaziabad, Delhi NCR",1800.0,28.6644882,77.3474938,4.0,4.0,Ready to Move,Resale,1.0,Semi-Furnished,2.0,Flat,8333.333333333334,150.0
"NH-58 Raj Nagar Extension Ghaziabad, Raj Nagar Extension, Ghaziabad, Delhi NCR",1005.0,28.7052842,77.423798,2.0,2.0,Unknown,Resale,1.0,Unfurnished,2.0,Individual House,3582.089552238806,36.0
"Ekmurti Budhha crossing, Noida Extension, Noida, Delhi NCR",1450.0,28.6109872612677,77.4636397763475,3.0,2.0,Ready to Move,Resale,1.0,Unknown,2.0,Flat,4137.931034482759,60.0
"Faridabad, Jeevan Nagar, Faridabad, Delhi NCR",1300.0,28.42711067199707,77.33909606933594,10.0,8.0,Ready to Move,Resale,1.0,Semi-Furnished,2.0,Flat,6923.076923076923,90.0
"Dwarka Sector 11 New Delhi, Sector 11 Dwarka, New Delhi - Dwarka, Delhi NCR",1800.0,28.5906065,77.050045,3.0,2.0,Ready to Move,Resale,2.0,Unknown,2.0,Flat,8333.333333333334,150.0
"c3 Rajender nager sector 5, Sector 5 Rajendra Nagar, Ghaziabad, Delhi NCR",1250.0,28.701190948486328,77.31952667236328,3.0,3.0,Ready to Move,Resale,1.0,Furnished,2.0,Flat,4160.0,52.0
"Techzone 4, Greater Noida, Delhi NCR",1195.0,28.5859957,77.4338341,2.0,2.0,Ready to Move,Resale,1.0,Unfurnished,2.0,Flat,4184.100418410042,50.0
"Sector 78, Gurgaon, Delhi NCR",3532.0,28.4270026,77.03766958,4.0,4.0,Unknown,Resale,1.0,Unfurnished,2.0,Flat,8493.771234428086,300.0
"Near Sai Dham Mandir, Uppal Southend, Sector 49, Gurugram, Haryana, Sector 49, Gurgaon, Delhi NCR",2200.0,28.4101768987235,77.0502839431889,3.0,3.0,Ready to Move,Resale,1.0,Unknown,2.0,Individual House,6818.181818181818,150.0
"Noida extension, Noida Extension, Noida, Delhi NCR",850.0,28.605958,77.444512,2.0,2.0,Ready to Move,Resale,1.0,Semi-Furnished,2.0,Flat,3588.235294117647,30.5
"Crossings Republik, Ghaziabad, Uttar Pradesh, Crossings Republik, Ghaziabad, Delhi NCR",1100.0,28.6292391988593,77.4402883141157,2.0,2.0,Ready to Move,Resale,1.0,Unknown,2.0,Flat,3636.363636363637,40.0
"Vasant Kunj Enclave, New Delhi - South, Delhi NCR",945.0,28.5269099,77.1336578,3.0,2.0,Unknown,Resale,1.0,Semi-Furnished,2.0,Individual House,6878.306878306878,65.0
"Sector 66, Gurgaon, Delhi NCR",4820.0,28.3979549407959,77.0553207397461,5.0,6.0,Ready to Move,Resale,1.0,Unfurnished,2.0,Flat,9336.09958506224,450.0
"B005., Noida Extension, Greater Noida, Delhi NCR",1894.0,28.604884,77.425914,4.0,3.0,Ready to Move,Resale,1.0,Unknown,2.0,Flat,4223.864836325238,80.0
"Noida Extension, Greater Noida, Delhi NCR",1695.0,28.604884,77.425914,3.0,3.0,Ready to Move,Resale,1.0,Semi-Furnished,2.0,Individual House,4129.793510324484,70.0
"E-232., Sector 81, Gurgaon, Delhi NCR",2092.0,28.389485,76.954056,3.0,3.0,Ready to Move,Resale,1.0,Unknown,2.0,Flat,7265.774378585086,152.0
"Block A, Sushant Lok Phase I, Sector 43, Gurugram, Haryana, Sushant Lok 1 Block C, Gurgaon, Delhi NCR",2000.0,28.473926,77.078657,3.0,4.0,Ready to Move,Resale,3.0,Unknown,1.0,Flat,8750.0,175.0
"Golf Course Ext Rd, Sector 67, Gurugram, Haryana, Sector 67, Gurgaon, Delhi NCR",3130.0,28.387228,77.058217,4.0,3.0,Ready to Move,Resale,1.0,Unknown,2.0,Flat,7987.220447284345,250.0
"Sector 78, Faridabad, Delhi NCR",1150.0,28.3841377605145,77.368173143061,2.0,2.0,Ready to Move,Resale,1.0,Unknown,2.0,Flat,3913.0434782608695,45.0
"Close To NH-8, DLF City Phase 3, Gurgaon, Delhi NCR",4200.0,28.494107,77.1033555,4.0,4.0,Unknown,Resale,3.0,Furnished,0.0,Flat,9523.809523809525,400.0
"Palm Terraces Select, Secto 66, Gurgaon, Sector 66, Gurgaon, Delhi NCR",2410.0,28.40239493,77.055305,4.0,5.0,Ready to Move,Resale,1.0,Unknown,2.0,Flat,9128.630705394193,220.0
"Sat Bari, New Delhi - South, Delhi NCR",1000.0,28.473014,77.1971125,3.0,2.0,Ready to Move,Resale,1.0,Semi-Furnished,2.0,Flat,5500.0,55.0
"Sector 12, Greater Noida, Delhi NCR",995.0,28.5943,77.33369,2.0,2.0,Ready to Move,Resale,1.0,Furnished,2.0,Flat,4120.603015075377,41.0
"Sector 2, Greater Noida, Delhi NCR",835.0,28.5814311,77.4528192,2.0,2.0,Ready to Move,Resale,1.0,Unfurnished,2.0,Flat,3473.053892215569,29.0
"Sector 5 Vasundhara, Ghaziabad, Delhi NCR",850.0,28.6609235,77.3788965,3.0,2.0,Ready to Move,Resale,1.0,Semi-Furnished,2.0,Flat,4470.588235294118,38.0
"Sector 16 Rohini, New Delhi - Rohini, Delhi NCR",800.0,28.7331365,77.1201953,2.0,2.0,Ready to Move,Resale,1.0,Unfurnished,2.0,Individual House,9000.0,72.0
"NH 24, Ghaziabad, Delhi NCR",800.0,28.658647,77.4757,2.0,2.0,Ready to Move,Resale,1.0,Unknown,2.0,Flat,4375.0,35.0
"Sector 29, Faridabad, Delhi NCR",2250.0,28.43398094177246,77.32392120361328,3.0,3.0,Ready to Move,New Property,1.0,Semi-Furnished,2.0,Flat,4444.444444444444,100.0
"Palam Vihar, Gurgaon, Delhi NCR",5000.0,28.5080324,77.0336072,6.0,6.0,Ready to Move,Resale,1.0,Semi-Furnished,2.0,Flat,10000.0,500.0
"E-Block, Kavi Nagar, Ghaziabad, Delhi NCR",4900.0,28.663185119628903,77.45219421386719,8.0,5.0,Ready to Move,Resale,1.0,Semi-Furnished,2.0,Individual House,10714.285714285714,525.0
"Rohini Sector 14, New Delhi, Sector 14 Rohini, New Delhi - Rohini, Delhi NCR",1400.0,28.7145643289369,77.13131,3.0,2.0,Ready to Move,Resale,1.0,Unknown,2.0,Individual House,12857.142857142857,180.0
"d block, Sushant Lok 3, Gurgaon, Delhi NCR",2160.0,28.420385360717773,77.0816650390625,3.0,4.0,Ready to Move,Resale,1.0,Semi-Furnished,2.0,Flat,6481.481481481482,140.0
"Southcity 1, Sector 30, Gurgaon, Delhi NCR",1675.0,28.46195602416992,77.05679321289062,3.0,3.0,Ready to Move,Resale,1.0,Semi-Furnished,2.0,Flat,10746.268656716418,180.0
"Sector 88B, Gurgaon, Delhi NCR",1890.0,28.4454117,76.9552803,4.0,4.0,Unknown,Resale,1.0,Semi-Furnished,2.0,Flat,7936.507936507936,150.0
"Sector 21C, Faridabad, Delhi NCR",3400.0,28.4331715982298,77.2914456607069,5.0,5.0,Ready to Move,Resale,1.0,Unknown,2.0,Flat,5882.35294117647,200.0
"Sector 11, Gurgaon, Delhi NCR",537.0,28.452492,77.021759,9.0,7.0,Ready to Move,Resale,1.0,Unfurnished,2.0,Flat,41899.44134078212,225.0
"Pitampura, New Delhi - West, Delhi NCR",1250.0,28.7036355,77.1267204,4.0,2.0,Ready to Move,Resale,1.0,Furnished,2.0,Flat,12000.0,150.0
"Zeta 1, Greater Noida, Delhi NCR",1450.0,28.5028971,77.526218,3.0,2.0,Ready to Move,Resale,1.0,Semi-Furnished,2.0,Flat,4137.931034482759,60.0
"Sector 17A, Gurgaon, Delhi NCR",4000.0,28.4777278,77.0589702,5.0,4.0,Ready to Move,Resale,1.0,Semi-Furnished,2.0,Individual House,10000.0,400.0
"NH 24, Ghaziabad, Delhi NCR",1020.0,28.666747,77.479096,3.0,2.0,Ready to Move,Resale,1.0,Unknown,2.0,Flat,3431.372549019608,35.0
"Shakti khand 3 Indirapuram, Indirapuram, Ghaziabad, Delhi NCR",750.0,28.6500637,77.3637503,2.0,2.0,Ready to Move,Resale,1.0,Unknown,2.0,Flat,5066.666666666667,38.0
"UGF 12 plot no A1, Shalimar Garden Extension 2, Ghaziabad, Delhi NCR",950.0,28.68596839904785,77.35089874267578,2.0,2.0,Ready to Move,Resale,1.0,Unfurnished,2.0,Individual House,4210.526315789473,40.0
"Tech Zone 4, Greater Noida West., Greater Noida West, Greater Noida, Delhi NCR",1175.0,28.60595893859864,77.44451141357422,3.0,2.0,Ready to Move,Resale,1.0,Semi-Furnished,2.0,Flat,3829.787234042553,45.0
"noida Sector 78, Sector 78, Noida, Delhi NCR",1450.0,28.563989,77.388607,3.0,2.0,Ready to Move,Resale,1.0,Unknown,2.0,Flat,5172.413793103448,75.0
"Mayur Vihar 1, New Delhi - East, Delhi NCR",1100.0,28.6053661,77.2954371,3.0,2.0,Ready to Move,Resale,1.0,Semi-Furnished,2.0,Flat,10909.09090909091,120.0
"Vasant Kunj, New Delhi, Sector C Vasant Kunj, New Delhi - South, Delhi NCR",2000.0,28.535475,77.1448955,3.0,3.0,Ready to Move,Resale,2.0,Unknown,0.0,Individual House,12500.0,250.0
"Sohna Road, Gurgaon, Delhi NCR",1895.0,28.4102438,77.0411697,4.0,4.0,Ready to Move,Resale,1.0,Semi-Furnished,2.0,Individual House,9234.828496042215,175.0
"Patna, Sector 8 Dwarka, New Delhi - Dwarka, Delhi NCR",1890.0,28.571273803710938,77.0731430053711,3.0,3.0,Ready to Move,Resale,1.0,Semi-Furnished,2.0,Individual House,8994.708994708995,170.0
"Neeti Khand 2, Ghaziabad, Delhi NCR",2500.0,28.6446415,77.371908,5.0,3.0,Ready to Move,Resale,1.0,Unfurnished,2.0,Flat,6000.0,150.0
"Vasundhara, Ghaziabad, Delhi NCR",700.0,28.659557,77.3747659,2.0,2.0,Ready to Move,Resale,1.0,Semi-Furnished,2.0,Individual House,5000.0,35.0
"Vasundhara, Ghaziabad, Delhi NCR",1310.0,28.665743,77.3825039080996,3.0,2.0,Ready to Move,Resale,1.0,Unknown,2.0,Flat,5343.511450381679,70.0
"parsvnath estate, Omega 1, Greater Noida, Delhi NCR",1600.0,28.4560662290483,77.5164568191646,3.0,3.0,Ready to Move,Resale,1.0,Unknown,2.0,Flat,3437.5,55.0
"B6/59-60(top Floor) Sector 11, Rohini, Sector 11 Rohini, New Delhi - Rohini, Delhi NCR",1100.0,28.7295315,77.106949,3.0,3.0,Ready to Move,Resale,1.0,Furnished,1.0,Flat,12727.272727272728,140.0
"Indirapuram, Ghaziabad, Delhi NCR",1120.0,28.645795,77.38219,2.0,2.0,Ready to Move,Resale,1.0,Unknown,2.0,Flat,4464.285714285715,50.0
"MCF D-286, Bhagat singh colony, Chawla Colony, Faridabad, Delhi NCR",650.0,28.3463989,77.3205314,2.0,2.0,Ready to Move,Resale,1.0,Semi-Furnished,2.0,Flat,5846.153846153846,38.0
"Plot No 206, Flat No. FF-4, Gyan Khand 1, Ghaziabad, Delhi NCR",1150.0,28.64177894592285,77.35029602050781,2.0,2.0,Ready to Move,Resale,1.0,Semi-Furnished,0.0,Flat,3913.0434782608695,45.0
"S Block, GK II, New Delhi - South, Delhi NCR",1500.0,28.534725189208984,77.24182891845703,2.0,2.0,Ready to Move,Resale,1.0,Semi-Furnished,0.0,Flat,13333.333333333334,200.0
"Sector 32, Noida, Delhi NCR",2160.0,28.57853,77.347635,3.0,3.0,Ready to Move,Resale,1.0,Unknown,2.0,Flat,8101.851851851852,175.0
"Amrit Nagar, New Delhi - South, Delhi NCR",2050.0,28.573887,77.219139,3.0,3.0,Ready to Move,Resale,1.0,Semi-Furnished,2.0,Individual House,9512.19512195122,195.0
"Sector 52, Gurgaon, Delhi NCR",4600.0,28.436347,77.088571,4.0,4.0,Ready to Move,Resale,1.0,Unknown,2.0,Flat,7608.695652173913,350.0
"Patel Nagar East, New Delhi - West, Delhi NCR",1800.0,28.64567756652832,77.17430114746094,3.0,3.0,Ready to Move,Resale,1.0,Semi-Furnished,2.0,Flat,15277.777777777776,275.0
"8th Floor, Emaar Palm Terraces, Sector 66, Gurgaon, Delhi NCR",2100.0,28.3979549407959,77.0553207397461,4.0,4.0,Ready to Move,Resale,2.0,Unfurnished,2.0,Individual House,9285.714285714286,195.0
"Group Captain VK Goel VSM  1119, Sector 15 Pt II, Gurugram-120001, Haryana, India, Sector 15 Part 2, Gurgaon, Delhi NCR",5000.0,28.462202403627696,77.04320943742884,9.0,9.0,Ready to Move,Resale,2.0,Semi-Furnished,2.0,Flat,10000.0,500.0
"Mahavir Enclave Part 1, New Delhi - Dwarka, Delhi NCR",1000.0,28.59803581237793,77.07652282714844,2.0,2.0,Ready to Move,Resale,1.0,Unfurnished,2.0,Flat,4800.0,48.0
"Gulmohar Garden Phase 2, Raj Nagar Extension, Ghaziabad, Delhi NCR",1215.0,28.705425,77.433193,3.0,2.0,Ready to Move,Resale,1.0,Unknown,2.0,Individual House,3497.942386831276,42.5
"G4, Bhopura, Ghaziabad, Delhi NCR",1050.0,28.7264530405965,77.3373385265705,2.0,2.0,Ready to Move,Resale,1.0,Unknown,2.0,Individual House,2904.7619047619046,30.5
"Paschim Vihar, New Delhi - West, Delhi NCR",1600.0,28.667724609375,77.09795379638672,3.0,3.0,Ready to Move,Resale,1.0,Furnished,2.0,Flat,12500.0,200.0
"Prashant Vihar, New Delhi - Rohini, Delhi NCR",1000.0,28.7160585,77.1355748,2.0,2.0,Ready to Move,Resale,1.0,Furnished,2.0,Individual House,9000.0,90.0
"Arjun Nagar, Ghaziabad, Delhi NCR",1350.0,28.6588875,77.432008,7.0,3.0,Ready to Move,Resale,1.0,Unfurnished,2.0,Flat,5925.925925925926,80.0
"Masjid Path Phase 1, Outer Ring Rd, Greater Kailash, New Delhi, Masjid Moth, New Delhi - South, Delhi NCR",1400.0,28.5421420401338,77.2325907458275,3.0,3.0,Ready to Move,Resale,1.0,Unknown,2.0,Individual House,11428.57142857143,160.0
"1401 B Antriksh Nature Sector 52 Noida, Sector 52, Noida, Delhi NCR",3500.0,28.5849145858514,77.3666606314441,5.0,5.0,Ready to Move,Resale,1.0,Unknown,2.0,Flat,6000.0,210.0
"Sultanpur, Noida, Delhi NCR",3500.0,28.528983,77.353829,4.0,3.0,Ready to Move,Resale,1.0,Unknown,2.0,Flat,7142.857142857143,250.0
"Sector 112, Gurgaon, Delhi NCR",1580.0,28.534098,77.01872534,2.0,2.0,Ready to Move,Resale,1.0,Unknown,2.0,Flat,9493.67088607595,150.0
"Zeta 1, Greater Noida, Delhi NCR",1200.0,28.4993735437355,77.5189461311465,2.0,2.0,Ready to Move,Resale,1.0,Unknown,2.0,Flat,3333.333333333333,40.0
"1403  regalia heights, shipra sun city, Shipra Suncity, Ghaziabad, Delhi NCR",1010.0,28.6358105,77.3739109,2.0,2.0,Ready to Move,Resale,1.0,Unfurnished,2.0,Individual House,4455.445544554455,45.0
"A Block, Sector 95, Gurgaon, Delhi NCR",645.0,28.4150217,76.9103909,2.0,2.0,Unknown,Resale,1.0,Furnished,2.0,Individual House,5426.356589147287,35.0
"Shalimar bagh, New Delhi - North, Delhi NCR",2650.0,28.715589,77.1575034,5.0,4.0,Ready to Move,Resale,4.0,Semi-Furnished,2.0,Flat,10000.0,265.0
"DLF City Phase 1, Gurgaon, Delhi NCR",2000.0,28.47293472290039,77.09846496582031,3.0,3.0,Ready to Move,Resale,1.0,Semi-Furnished,2.0,Individual House,7950.0,159.0
"Mayur Vihar 1, New Delhi - East, Delhi NCR",1300.0,28.605365753173828,77.29544067382812,3.0,2.0,Ready to Move,Resale,1.0,Semi-Furnished,2.0,Flat,9615.384615384615,125.0
"NH 24, Ghaziabad, Delhi NCR",900.0,28.638572,77.4308515,2.0,2.0,Ready to Move,Resale,1.0,Semi-Furnished,2.0,Flat,3111.111111111112,28.0
"Sector 43, Gurgaon, Delhi NCR",2000.0,28.4551851,77.0866744,4.0,4.0,Ready to Move,Resale,1.0,Unfurnished,2.0,Individual House,9250.0,185.0
"B-1/30., Janakpuri Block B1, New Delhi - West, Delhi NCR",7000.0,28.630668,77.091306,6.0,5.0,Ready to Move,Resale,1.0,Furnished,2.0,Individual House,5000.0,350.0
"Raj Nagar Extension, Ghaziabad, Delhi NCR",1535.0,28.7021977114852,77.405969702763,3.0,2.0,Ready to Move,Resale,1.0,Unknown,2.0,Flat,3648.208469055375,56.0
"Dlf City Phase 4, Gurgaon, Delhi NCR",2400.0,28.46630477905273,77.08631896972656,4.0,4.0,Ready to Move,Resale,1.0,Unfurnished,1.0,Flat,10416.666666666666,250.0
"Siddhartha Vihar, Ghaziabad, Delhi NCR",1380.0,28.646286,77.406051,3.0,2.0,Unknown,Resale,1.0,Furnished,2.0,Flat,4927.536231884058,68.0
"Sushant Lok 1, Gurgaon, Sushant Lok 1, Gurgaon, Delhi NCR",1700.0,28.4519239114054,77.079845,3.0,3.0,Ready to Move,Resale,1.0,Unknown,2.0,Flat,8823.529411764706,150.0
"A 606., Sector 46 Block A, Noida, Delhi NCR",6500.0,28.5527844,77.3605,9.0,9.0,Ready to Move,Resale,6.0,Semi-Furnished,2.0,Flat,6307.692307692308,410.0
"Exquisite V4089, Sector 27, Greater Noida, Delhi NCR",4068.0,28.470149,77.535673,4.0,4.0,Unknown,New Property,1.0,Furnished,2.0,Flat,7890.855457227139,321.0
"Pamposh Enclave, New Delhi - South, Delhi NCR",1800.0,28.54574012756348,77.24565124511719,3.0,3.0,Ready to Move,Resale,1.0,Furnished,2.0,Flat,15277.777777777776,275.0
"Sector 120, Noida, Delhi NCR",1315.0,28.5884077335071,77.3981985571677,2.0,2.0,Ready to Move,Resale,1.0,Unknown,2.0,Individual House,5323.19391634981,70.0
"Sector 121, Noida, Delhi NCR",1100.0,28.6021035,77.3992,2.0,2.0,Ready to Move,Resale,1.0,Semi-Furnished,2.0,Flat,4545.454545454545,50.0
"plot no  769, Sector 31, Gurgaon, Delhi NCR",2400.0,28.45305061340332,77.0493392944336,3.0,3.0,Ready to Move,Resale,1.0,Unfurnished,2.0,Flat,6875.0,165.0
"Sector 37D, Gurgaon, Delhi NCR",2450.0,28.455376,76.97621181,4.0,4.0,Ready to Move,Resale,1.0,Unknown,2.0,Flat,5510.2040816326535,135.0
"Brij Vihar, Ghaziabad, Delhi NCR",1500.0,28.6693269,77.336336,3.0,3.0,Ready to Move,Resale,1.0,Semi-Furnished,2.0,Flat,5200.0,78.0
"Sector 8 Dwarka, New Delhi - Dwarka, Delhi NCR",1200.0,28.571273803710938,77.0731430053711,3.0,2.0,Ready to Move,Resale,1.0,Unfurnished,2.0,Flat,7916.666666666667,95.0
"Meera Apartments, Meera Bagh, New Delhi - West, Delhi NCR",1750.0,28.6577577910791,77.092702,3.0,2.0,Ready to Move,Resale,1.0,Unknown,0.0,Flat,9257.14285714286,162.00000000000003
"DLF City Phase 1, Gurgaon, Delhi NCR",2700.0,28.47293472290039,77.09846496582031,5.0,5.0,Ready to Move,Resale,1.0,Furnished,2.0,Flat,11851.851851851852,320.0
"plot no 6 Se52 Gurgaon, Sector 52, Gurgaon, Delhi NCR",3500.0,28.4354498,77.089998,4.0,4.0,Ready to Move,Resale,1.0,Unknown,2.0,Flat,6428.571428571428,225.0
"Sector 47, Gurgaon, Delhi NCR",4680.0,28.40576673,77.04401498,4.0,4.0,Ready to Move,Resale,2.0,Unknown,2.0,Individual House,9081.196581196582,425.0
"Sector 65, Gurgaon, Sector 65, Gurgaon, Delhi NCR",2500.0,28.403162,77.0698444,4.0,3.0,Ready to Move,Resale,2.0,Unknown,2.0,Flat,7200.0,180.0
"Sector 137, Noida, Sector 137, Noida, Delhi NCR",1285.0,28.505584,77.410762,3.0,2.0,Ready to Move,Resale,258.0,Unknown,4.0,Individual House,4124.513618677042,53.0
"techzone 4, Noida Extension, Noida, Delhi NCR",1095.0,28.5928,77.45534576119249,2.0,2.0,Ready to Move,New Property,1.0,Unknown,2.0,Flat,3652.96803652968,40.0
"Sector 67, Gurgaon, Delhi NCR",5000.0,28.391644,77.06486457,5.0,5.0,Ready to Move,Resale,1.0,Unknown,2.0,Individual House,7800.0,390.0
"Sector 23, Gurgaon, Delhi NCR",3600.0,28.509775161743164,77.0535659790039,6.0,8.0,Ready to Move,Resale,1.0,Furnished,2.0,Individual House,8333.333333333334,300.0
"Brahmpuri, Karol Bagh, Sat Nagar, New Delhi - West, Delhi NCR",900.0,28.647741317749023,77.18372344970703,3.0,2.0,Ready to Move,Resale,1.0,Semi-Furnished,0.0,Flat,8888.888888888889,80.0
"Sector 68, Gurgaon, Sector 68, Gurgaon, Delhi NCR",1268.0,28.386791,77.049466,2.0,2.0,Ready to Move,Resale,1.0,Unknown,2.0,Flat,6466.876971608833,82.0
"Sector 84, Gurgaon, Sector 84, Gurgaon, Delhi NCR",1918.0,28.4089463981243,76.963074,3.0,4.0,Ready to Move,Resale,1.0,Unknown,2.0,Flat,4692.387904066736,90.0
"10, gali number 5, Jyoti Park, Gurgaon, Delhi NCR",800.0,28.46267890930176,77.01193237304688,2.0,2.0,Ready to Move,Resale,1.0,Furnished,2.0,Flat,5625.0,45.0
"B-802., Sector 79, Gurgaon, Delhi NCR",1945.0,28.35911846,76.975628,3.0,3.0,Ready to Move,Resale,1.0,Unknown,2.0,Flat,6169.665809768638,120.0
"DLF City Phase 3, Gurgaon, Delhi NCR",5200.0,28.49410629272461,77.10335540771484,9.0,8.0,Ready to Move,Resale,1.0,Unfurnished,2.0,Flat,8653.846153846154,450.0
"Sector 71, Gurgaon, Delhi NCR",1743.0,28.4087675,77.0228914,3.0,3.0,Ready to Move,Resale,1.0,Furnished,2.0,Individual House,8605.851979345955,150.0
